"path","top_level","category","subsystem","size_bytes","last_write_utc","extension","action","rationale","risk","evidence","owner","notes","bucket"
"client/node_modules/caniuse-lite/data/regions/AI.js","client","frontend","unclassified","3873","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AL.js","client","frontend","unclassified","4533","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-af.js","client","frontend","unclassified","4867","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-an.js","client","frontend","unclassified","3421","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-as.js","client","frontend","unclassified","4663","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-eu.js","client","frontend","unclassified","4898","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-na.js","client","frontend","unclassified","4887","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-oc.js","client","frontend","unclassified","4791","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-sa.js","client","frontend","unclassified","4055","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/alt-ww.js","client","frontend","unclassified","4929","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AM.js","client","frontend","unclassified","4219","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AO.js","client","frontend","unclassified","5031","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AR.js","client","frontend","unclassified","4318","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AS.js","client","frontend","unclassified","3759","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AT.js","client","frontend","unclassified","5082","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AU.js","client","frontend","unclassified","5131","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AW.js","client","frontend","unclassified","4138","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AX.js","client","frontend","unclassified","3901","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/AZ.js","client","frontend","unclassified","4430","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BA.js","client","frontend","unclassified","4628","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BB.js","client","frontend","unclassified","4170","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BD.js","client","frontend","unclassified","4348","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BE.js","client","frontend","unclassified","4908","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BF.js","client","frontend","unclassified","4806","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BG.js","client","frontend","unclassified","4903","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BH.js","client","frontend","unclassified","4273","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BI.js","client","frontend","unclassified","4800","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BJ.js","client","frontend","unclassified","5143","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BM.js","client","frontend","unclassified","3672","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BN.js","client","frontend","unclassified","4426","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BO.js","client","frontend","unclassified","4338","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BR.js","client","frontend","unclassified","4507","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BS.js","client","frontend","unclassified","4040","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BT.js","client","frontend","unclassified","4320","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BW.js","client","frontend","unclassified","4580","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BY.js","client","frontend","unclassified","4717","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/BZ.js","client","frontend","unclassified","4357","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CA.js","client","frontend","unclassified","5164","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CD.js","client","frontend","unclassified","5080","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CF.js","client","frontend","unclassified","4093","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CG.js","client","frontend","unclassified","4604","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CH.js","client","frontend","unclassified","4909","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CI.js","client","frontend","unclassified","4816","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CK.js","client","frontend","unclassified","3790","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CL.js","client","frontend","unclassified","4597","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CM.js","client","frontend","unclassified","5463","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CN.js","client","frontend","unclassified","4737","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CO.js","client","frontend","unclassified","4411","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CR.js","client","frontend","unclassified","4215","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CU.js","client","frontend","unclassified","5814","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CV.js","client","frontend","unclassified","4653","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CX.js","client","frontend","unclassified","2866","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CY.js","client","frontend","unclassified","4584","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/CZ.js","client","frontend","unclassified","4851","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/DE.js","client","frontend","unclassified","5391","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/DJ.js","client","frontend","unclassified","4233","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/DK.js","client","frontend","unclassified","4422","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/DM.js","client","frontend","unclassified","4184","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/DO.js","client","frontend","unclassified","4641","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/DZ.js","client","frontend","unclassified","5052","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/EC.js","client","frontend","unclassified","4273","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/EE.js","client","frontend","unclassified","4397","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/EG.js","client","frontend","unclassified","4919","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ER.js","client","frontend","unclassified","3769","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ES.js","client","frontend","unclassified","5032","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ET.js","client","frontend","unclassified","5014","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/FI.js","client","frontend","unclassified","4861","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/FJ.js","client","frontend","unclassified","4570","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/FK.js","client","frontend","unclassified","3693","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/FM.js","client","frontend","unclassified","3570","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/FO.js","client","frontend","unclassified","4181","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/FR.js","client","frontend","unclassified","5258","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GA.js","client","frontend","unclassified","4471","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GB.js","client","frontend","unclassified","5023","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GD.js","client","frontend","unclassified","4191","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GE.js","client","frontend","unclassified","4870","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GF.js","client","frontend","unclassified","4526","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GG.js","client","frontend","unclassified","3957","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GH.js","client","frontend","unclassified","5456","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GI.js","client","frontend","unclassified","4077","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GL.js","client","frontend","unclassified","3921","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GM.js","client","frontend","unclassified","4853","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GN.js","client","frontend","unclassified","4998","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GP.js","client","frontend","unclassified","4322","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GQ.js","client","frontend","unclassified","4657","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GR.js","client","frontend","unclassified","4568","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GT.js","client","frontend","unclassified","4368","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GU.js","client","frontend","unclassified","4197","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GW.js","client","frontend","unclassified","4174","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/GY.js","client","frontend","unclassified","4298","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/HK.js","client","frontend","unclassified","5207","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/HN.js","client","frontend","unclassified","4315","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/HR.js","client","frontend","unclassified","4706","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/HT.js","client","frontend","unclassified","5022","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/HU.js","client","frontend","unclassified","4809","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ID.js","client","frontend","unclassified","4644","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IE.js","client","frontend","unclassified","4507","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IL.js","client","frontend","unclassified","4833","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IM.js","client","frontend","unclassified","4150","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IN.js","client","frontend","unclassified","4431","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IQ.js","client","frontend","unclassified","4620","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IR.js","client","frontend","unclassified","5045","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IS.js","client","frontend","unclassified","4254","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/IT.js","client","frontend","unclassified","5216","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/JE.js","client","frontend","unclassified","4040","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/JM.js","client","frontend","unclassified","4291","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/JO.js","client","frontend","unclassified","4297","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/JP.js","client","frontend","unclassified","5174","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KE.js","client","frontend","unclassified","4633","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KG.js","client","frontend","unclassified","4008","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KH.js","client","frontend","unclassified","4547","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KI.js","client","frontend","unclassified","3643","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KM.js","client","frontend","unclassified","4329","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KN.js","client","frontend","unclassified","3961","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KP.js","client","frontend","unclassified","3220","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KR.js","client","frontend","unclassified","4751","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KW.js","client","frontend","unclassified","4540","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KY.js","client","frontend","unclassified","4119","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/KZ.js","client","frontend","unclassified","4565","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LA.js","client","frontend","unclassified","4335","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LB.js","client","frontend","unclassified","4497","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LC.js","client","frontend","unclassified","4253","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LI.js","client","frontend","unclassified","4227","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LK.js","client","frontend","unclassified","4377","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LR.js","client","frontend","unclassified","4858","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LS.js","client","frontend","unclassified","4568","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LT.js","client","frontend","unclassified","4888","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LU.js","client","frontend","unclassified","4348","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LV.js","client","frontend","unclassified","4690","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/LY.js","client","frontend","unclassified","4983","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MA.js","client","frontend","unclassified","4845","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MC.js","client","frontend","unclassified","4158","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MD.js","client","frontend","unclassified","4676","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ME.js","client","frontend","unclassified","4668","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MG.js","client","frontend","unclassified","5065","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MH.js","client","frontend","unclassified","3767","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MK.js","client","frontend","unclassified","4813","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/ML.js","client","frontend","unclassified","4686","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MM.js","client","frontend","unclassified","4819","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MN.js","client","frontend","unclassified","4607","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MO.js","client","frontend","unclassified","4461","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MP.js","client","frontend","unclassified","4018","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MQ.js","client","frontend","unclassified","4404","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MR.js","client","frontend","unclassified","4652","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MS.js","client","frontend","unclassified","3524","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MT.js","client","frontend","unclassified","4404","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MU.js","client","frontend","unclassified","4741","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MV.js","client","frontend","unclassified","4290","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MW.js","client","frontend","unclassified","5100","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MX.js","client","frontend","unclassified","4610","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MY.js","client","frontend","unclassified","4864","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/MZ.js","client","frontend","unclassified","5188","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NA.js","client","frontend","unclassified","4729","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NC.js","client","frontend","unclassified","4378","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NE.js","client","frontend","unclassified","4850","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NF.js","client","frontend","unclassified","3247","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NG.js","client","frontend","unclassified","5190","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NI.js","client","frontend","unclassified","4269","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NL.js","client","frontend","unclassified","4906","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NO.js","client","frontend","unclassified","4638","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NP.js","client","frontend","unclassified","4350","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NR.js","client","frontend","unclassified","3352","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NU.js","client","frontend","unclassified","3114","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/NZ.js","client","frontend","unclassified","4680","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/OM.js","client","frontend","unclassified","4338","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PA.js","client","frontend","unclassified","4196","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PE.js","client","frontend","unclassified","4520","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PF.js","client","frontend","unclassified","4168","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PG.js","client","frontend","unclassified","4682","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PH.js","client","frontend","unclassified","4545","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/caniuse-lite/data/regions/PK.js","client","frontend","unclassified","4822","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
