"path","top_level","category","subsystem","size_bytes","last_write_utc","extension","action","rationale","risk","evidence","owner","notes","bucket"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_7.json","playtests","playtest_artifacts","agent_runs","6352","2026-03-06T02:08:08Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_8.json","playtests","playtest_artifacts","agent_runs","6456","2026-03-06T02:08:35Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_9.json","playtests","playtest_artifacts","agent_runs","6498","2026-03-06T02:08:59Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/LATEST.txt","playtests","playtest_artifacts","agent_runs","56","2026-03-06T02:01:25Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_manual/20260306t014847z/backend.err.log","playtests","playtest_artifacts","agent_runs","1101","2026-03-06T01:49:01Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_manual/20260306t014847z/backend.out.log","playtests","playtest_artifacts","agent_runs","0","2026-03-06T01:48:59Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_manual/20260306t014847z/backend.pid","playtests","playtest_artifacts","agent_runs","8","2026-03-06T01:48:59Z",".pid","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/backend.log","playtests","playtest_artifacts","agent_runs","1101","2026-03-06T01:39:04Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/decisions/decision_2.json","playtests","playtest_artifacts","agent_runs","426","2026-03-06T01:39:30Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/decisions/decision_3.json","playtests","playtest_artifacts","agent_runs","431","2026-03-06T01:39:42Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/decisions/decision_4.json","playtests","playtest_artifacts","agent_runs","403","2026-03-06T01:39:52Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/manifest.json","playtests","playtest_artifacts","agent_runs","5574","2026-03-06T01:39:52Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/transcript.md","playtests","playtest_artifacts","agent_runs","3735","2026-03-06T01:39:52Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4667","2026-03-06T01:39:19Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/turns/turn_2.json","playtests","playtest_artifacts","agent_runs","5514","2026-03-06T01:39:30Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/turns/turn_3.json","playtests","playtest_artifacts","agent_runs","5520","2026-03-06T01:39:42Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t013902z/turns/turn_4.json","playtests","playtest_artifacts","agent_runs","5837","2026-03-06T01:39:52Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/backend.log","playtests","playtest_artifacts","agent_runs","1101","2026-03-06T01:40:07Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_10.json","playtests","playtest_artifacts","agent_runs","436","2026-03-06T01:42:16Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_11.json","playtests","playtest_artifacts","agent_runs","356","2026-03-06T01:42:28Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_12.json","playtests","playtest_artifacts","agent_runs","420","2026-03-06T01:42:40Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_2.json","playtests","playtest_artifacts","agent_runs","398","2026-03-06T01:40:38Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_3.json","playtests","playtest_artifacts","agent_runs","374","2026-03-06T01:40:49Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_4.json","playtests","playtest_artifacts","agent_runs","421","2026-03-06T01:41:00Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_5.json","playtests","playtest_artifacts","agent_runs","404","2026-03-06T01:41:13Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_6.json","playtests","playtest_artifacts","agent_runs","432","2026-03-06T01:41:26Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_7.json","playtests","playtest_artifacts","agent_runs","417","2026-03-06T01:41:38Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_8.json","playtests","playtest_artifacts","agent_runs","404","2026-03-06T01:41:51Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/decisions/decision_9.json","playtests","playtest_artifacts","agent_runs","404","2026-03-06T01:42:03Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/manifest.json","playtests","playtest_artifacts","agent_runs","5623","2026-03-06T01:42:40Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/transcript.md","playtests","playtest_artifacts","agent_runs","11425","2026-03-06T01:42:40Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4853","2026-03-06T01:40:23Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_10.json","playtests","playtest_artifacts","agent_runs","6365","2026-03-06T01:42:16Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_11.json","playtests","playtest_artifacts","agent_runs","6485","2026-03-06T01:42:28Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_12.json","playtests","playtest_artifacts","agent_runs","6533","2026-03-06T01:42:40Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_2.json","playtests","playtest_artifacts","agent_runs","5462","2026-03-06T01:40:38Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_3.json","playtests","playtest_artifacts","agent_runs","5740","2026-03-06T01:40:49Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_4.json","playtests","playtest_artifacts","agent_runs","5940","2026-03-06T01:41:00Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_5.json","playtests","playtest_artifacts","agent_runs","6010","2026-03-06T01:41:13Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_6.json","playtests","playtest_artifacts","agent_runs","6219","2026-03-06T01:41:26Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_7.json","playtests","playtest_artifacts","agent_runs","6265","2026-03-06T01:41:38Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_8.json","playtests","playtest_artifacts","agent_runs","6319","2026-03-06T01:41:51Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t014005z/turns/turn_9.json","playtests","playtest_artifacts","agent_runs","6342","2026-03-06T01:42:03Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/backend.log","playtests","playtest_artifacts","agent_runs","1100","2026-03-06T01:56:36Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_10.json","playtests","playtest_artifacts","agent_runs","388","2026-03-06T01:58:15Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_11.json","playtests","playtest_artifacts","agent_runs","416","2026-03-06T01:58:24Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_12.json","playtests","playtest_artifacts","agent_runs","411","2026-03-06T01:58:35Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_2.json","playtests","playtest_artifacts","agent_runs","372","2026-03-06T01:56:59Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_3.json","playtests","playtest_artifacts","agent_runs","382","2026-03-06T01:57:08Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_4.json","playtests","playtest_artifacts","agent_runs","422","2026-03-06T01:57:18Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_5.json","playtests","playtest_artifacts","agent_runs","431","2026-03-06T01:57:27Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_6.json","playtests","playtest_artifacts","agent_runs","383","2026-03-06T01:57:37Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_7.json","playtests","playtest_artifacts","agent_runs","379","2026-03-06T01:57:46Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_8.json","playtests","playtest_artifacts","agent_runs","385","2026-03-06T01:57:55Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/decisions/decision_9.json","playtests","playtest_artifacts","agent_runs","372","2026-03-06T01:58:06Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/manifest.json","playtests","playtest_artifacts","agent_runs","5619","2026-03-06T01:58:35Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/transcript.md","playtests","playtest_artifacts","agent_runs","11045","2026-03-06T01:58:35Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4751","2026-03-06T01:56:51Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_10.json","playtests","playtest_artifacts","agent_runs","6234","2026-03-06T01:58:15Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_11.json","playtests","playtest_artifacts","agent_runs","6159","2026-03-06T01:58:24Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_12.json","playtests","playtest_artifacts","agent_runs","6424","2026-03-06T01:58:35Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_2.json","playtests","playtest_artifacts","agent_runs","5552","2026-03-06T01:56:59Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_3.json","playtests","playtest_artifacts","agent_runs","5705","2026-03-06T01:57:08Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_4.json","playtests","playtest_artifacts","agent_runs","5915","2026-03-06T01:57:18Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_5.json","playtests","playtest_artifacts","agent_runs","6098","2026-03-06T01:57:27Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_6.json","playtests","playtest_artifacts","agent_runs","6181","2026-03-06T01:57:37Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_7.json","playtests","playtest_artifacts","agent_runs","6043","2026-03-06T01:57:46Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/smoke/20260306t015635z/turns/turn_8.json","playtests","playtest_artifacts","agent_runs","6064","2026-03-06T01:57:55Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
